SAMPLE,SST,CHLA,DEPTHM
1017,20.19599953,0.441875812,44.6421
1012,20.19888882,0.509465907,111.042
974,20.31769237,1.32785518,63.8002
908,22.88664832,0.388094826,111.042
914,26.21539995,0.677182574,24.149
897,16.25634661,(null),88
913,24.98394208,(null),24.149
999,13.46747659,(null),88
1023,16.73202168,(null),88
890,21.43999342,(null),44.6421
1070,17.56205876,(null),111.042
1062,29.00143385,(null),16.6025
1077,21.77332621,(null),44.6421
1080,19.20665347,(null),44.6421
460,18.844993475266,0.340634584,44.6421
625,17.32499350924,0.153527305,108.088
632,22.684993389435,0.440152407,63.8002
694,30.469993215427,2.400891781,16.6025
802,24.7099222,0.198447838,63.8002
815,27.641598,0.445609421,63.8002
264,18.70999958,1.064949036,104.6
30,13.849993586913,0.604639351,88
41,13.044993604906,0.585606039,88
98,25.284993331321,0.175368696,63.8002
396,25.184993333556,0.335467279,63.8002
476,19.779993454367,0.460709453,111.042
536,19.29450038,0.935014248,111.042
257,23.42999948,1.303376317,104.6
748,21.46118,0.267107964,111.042
853,26.8616295,1.48131907,16.6025
869,21.4325718,0.483035564,63.8002
475,20.939993428439,0.449671477,111.042
620,27.179993288964,0.306894869,24.149
720,17.16331791,0.221771017,44.6421
190,27.944993271865,0.148578629,63.8002
735,13.90610656,1.074092507,88
62,21.319993419945,0.33985737,111.042
73,29.199993243814,0.351153225,24.149
85,17.534993504547,0.144488215,108.088
106,19.379993463308,(null),49.3207
114,22.347493396979,0.144725531,44.6421
127,20.482493438665,0.173729241,44.6421
137,23.12417778,0.903369904,63.8002
152,14.479993572831,0.52935493,88
155,16.479993528128,1.238344073,88
177,14.469993573055,(null),88
197,12.514993616752,0.494619608,88
296,26.459993305057,1.018820047,63.8002
367,24.334993352555,0.250484943,63.8002
398,16.919993518293,0.487004936,88
471,27.089993290976,0.452419847,24.149
486,18.019993493706,0.424778521,88
526,22.819993386418,0.145681486,24.149
529,13.304993599094,0.563604176,88
533,19.897493451741,0.243122816,44.6421
564,26.799993297458,0.162479967,63.8002
627,13.889993586019,0.493456244,88
636,21.41643102,0.187021077,63.8002
639,23.109993379936,0.255571663,111.042
652,23.429993372783,0.164266482,24.149
692,30.469993215427,2.400891781,16.6025
794,12.7119117,7.287360191,88
811,29.9565209,(null),16.6025
237,18.57999958,0.672609746,104.6
261,20.91999953,0.374174267,104.6
263,16.97999962,0.2115134,104.6
277,21.05999953,1.053952336,104.6
719,18.33331669,0.29248786,44.6421
135,15.87499354165,(null),49.3207
146,28.649993256107,1.362596512,24.149
151,16.959993517399,2.380852938,111.042
690,27.4199932836,0.480846554,24.149
770,12.8966997,0.444360346,88
819,15.7229524,0.474514812,88
350,(null),0.199371517,108.088
839,13.4651018,0.540162683,88
6,25.524993325956,0.149413615,595.598
111,24.169993356243,0.553619266,111.042
117,17.644993502088,0.4027749,88
188,12.854993609153,1.546268225,88
288,27.47499328237,0.163699955,63.8002
81,21.129993424192,0.396908104,111.042
94,24.964993338473,0.195232019,63.8002
171,25.214993332885,0.133872107,63.8002
280,13.364993597753,0.443155706,88
295,20.22499344442,0.38310498,63.8002
416,22.469993394241,0.59413451,63.8002
640,15.924993540533,0.332536668,108.088
255,19.09999957,1.15029037,104.6
749,24.15141,0.714869201,111.042
130,20.094993447326,0.313394159,63.8002
877,19.45166,0.1555726,44.6421
887,24.51042,0.2724879,63.8002
59,18.79566883,0.193405837,108.088
760,29.9527946,(null),16.6025
804,26.448224,0.127020225,63.8002
765,13.7336557,0.526447713,88
421,19.95636,0.509994566,111.042
92,24.994993337803,0.108191527,595.598
859,12.302427,0.927899182,88
44,16.604993525334,0.825290859,88
83,20.469993438944,0.497787744,111.042
290,25.869993318245,0.403860301,63.8002
447,13.524993594177,0.540814102,88
538,25.999993315339,0.117700011,63.8002
796,18.2346136,0.59325552,111.042
777,21.4099659,0.411407322,44.6421
847,17.7127451,0.7240206,111.042
18,28.919993250072,0.369431436,24.149
997,20.39984997,0.271468945,44.6421
901,22.33541674,1.481434503,63.8002
1014,22.7778571,1.322954436,111.042
895,29.64597503,(null),16.6025
998,19.36207446,(null),111.042
1006,30.23292102,(null),16.6025
1007,30.23292102,(null),16.6025
904,21.87166121,(null),44.6421
1073,21.74034941,(null),63.8002
1053,13.80550193,(null),88
1087,23.33000938,(null),63.8002
1091,28.42332586,(null),16.6025
363,18.474993483536,(null),49.3207
415,21.864993407764,0.329332829,63.8002
477,21.24999342151,0.316004932,111.042
531,13.134993602894,0.637917876,88
655,24.239993354678,0.17956394,24.149
223,19.62999956,0.65083921,104.6
241,19.90999955,0.718047976,104.6
16,28.609993257001,0.289034069,24.149
132,23.764993365295,0.553032279,63.8002
365,12.454993618093,0.596695662,88
496,22.299993398041,0.39817673,63.8002
764,15.3126877,0.360934943,88
836,21.7999666,0.801223397,44.6421
46,23.444993372448,2.399460316,16.6025
61,23.48585039,0.191359654,111.042
291,25.209993332997,1.119206905,63.8002
423,18.169993490353,0.592201889,111.042
232,23.22999948,0.214663789,104.6
825,21.150023,0.184395596,44.6421
855,23.0990984,0.170779079,24.149
252,25.09999944,0.217643991,104.6
