NRS_CODE,SAMPLE,STATION,LATITUDE,LONGITUDE,SAMPLEDATE,BIOMASS_MGM3
PHB20191118,1012,Port Hacking,-34.11923,151.22667,2019-11-19 09:15:00,7.86123
YON20200116,1020,Yongala,-19.30847,147.61842,2020-01-16 10:05:00,10.50014
PHB20201110,1142,Port Hacking,-34.11923,151.22667,2020-11-11 08:40:00,(null)
NSI20091021,137,North Stradbroke,-27.345,153.562,2009-10-22 09:20:00,19.10254
ROT20091026,138,Rottnest Island,-32,115.41667,2009-10-26 09:53:00,11.3555
PHB20091206,81,Port Hacking,-34.11923,151.22667,2009-12-07 09:14:00,65.55979
PHB20100316,12,Port Hacking,-34.11923,151.22667,2010-03-17 09:05:00,30.88973
NSI20100322,69,North Stradbroke,-27.345,153.562,2010-03-23 09:15:00,41.88929
MAI20100615,86,Maria Island,-42.59667,148.23333,2010-06-15 11:10:00,2.14389
ROT20100416,26,Rottnest Island,-32,115.41667,2010-04-16 08:30:00,17.56371
PHB20100702,181,Port Hacking,-34.11923,151.22667,2010-07-02 11:35:00,56.22745
YON20100413,166,Yongala,-19.30847,147.61842,2010-04-13 14:14:00,27.09363
NSI20101018,187,North Stradbroke,-27.345,153.562,2010-10-18 10:00:00,25.14643
PHB20110203,111,Port Hacking,-34.11923,151.22667,2011-02-04 09:58:00,10.64431
KAI20110223,191,Kangaroo Island,-35.83217,136.44733,2011-02-23 10:30:00,0.27583
KAI20110427,2,Kangaroo Island,-35.83217,136.44733,2011-04-28 07:35:00,0.00176
MAI20110407,194,Maria Island,-42.59667,148.23333,2011-04-07 10:30:00,4.26568
ESP20110818,71,Esperance,-33.93333,121.85,2011-08-18 10:20:00,6.29464
ESP20111130,129,Esperance,-33.93333,121.85,2011-11-30 14:38:00,11.21405
ROT20110622,168,Rottnest Island,-32,115.41667,2011-06-22 10:00:00,5.90958
ROT20110923,56,Rottnest Island,-32,115.41667,2011-09-23 09:40:00,7.52056
ROT20111122,163,Rottnest Island,-32,115.41667,2011-11-22 15:08:00,9.37517
YON20110908,173,Yongala,-19.30847,147.61842,2011-09-08 11:00:00,25.53836
MAI20120326,117,Maria Island,-42.59667,148.23333,2012-03-27 10:40:00,3.88994
YON20120402,306,Yongala,-19.30847,147.61842,2012-04-02 10:44:00,28.03212
NSI20120821,300,North Stradbroke,-27.345,153.562,2012-08-21 10:15:00,14.00381
MAI20120724,281,Maria Island,-42.59667,148.23333,2012-07-24 10:50:00,1.76815
DAR20121208_16:30,368,Darwin,-12.4,130.76805,2012-12-09 02:00:00,60.47103
YON20130808,427,Yongala,-19.30847,147.61842,2013-08-08 10:58:00,9.79288
PHB20130725,422,Port Hacking,-34.11923,151.22667,2013-07-26 09:24:00,3.90055
NIN20130509,436,Ningaloo,-21.99,113.779,2013-05-09 10:20:00,13.16924
ROT20120928,387,Rottnest Island,-32,115.41667,2012-09-28 11:41:00,14.89182
ROT20130125,390,Rottnest Island,-32,115.41667,2013-01-25 10:10:00,25.53221
YON20130220,404,Yongala,-19.30847,147.61842,2013-02-20 10:42:00,11.95547
ESP20120309,384,Esperance,-33.93333,121.85,2012-03-09 09:34:00,23.78763
ESP20120229,95,Esperance,-33.93333,121.85,2012-02-29 10:00:00,(null)
KAI20090114,176,Kangaroo Island,-35.83217,136.44733,2009-01-15 08:00:00,(null)
KAI20110123,189,Kangaroo Island,-35.83217,136.44733,2011-01-24 07:40:00,(null)
MAI20131117,457,Maria Island,-42.59667,148.23333,2013-11-18 10:50:00,8.51622
MAI20140205,479,Maria Island,-42.59667,148.23333,2014-02-05 11:05:00,21.86546
MAI20140516,489,Maria Island,-42.59667,148.23333,2014-05-16 10:20:00,7.83501
NSI20140725,492,North Stradbroke,-27.345,153.562,2014-07-25 10:35:00,12.31924
MAI20140807,499,Maria Island,-42.59667,148.23333,2014-08-07 12:00:00,0.18565
KAI20140313,500,Kangaroo Island,-35.83217,136.44733,2014-03-13 14:00:00,2.46127
DAR20140906_03:30,507,Darwin,-12.4,130.76805,2014-09-06 13:00:00,30.50458
YON20140220,473,Yongala,-19.30847,147.61842,2014-02-20 10:48:00,12.49952
YON20131114,470,Yongala,-19.30847,147.61842,2013-11-14 10:32:00,14.66211
ROT20140919,533,Rottnest Island,-32,115.41667,2014-09-19 12:57:00,6.76615
DAR20141130,542,Darwin,-12.4,130.76805,2014-12-01 07:18:00,28.52629
YON20150430,629,Yongala,-19.30847,147.61842,2015-04-30 12:10:00,6.59659
NSI20150907,638,North Stradbroke,-27.345,153.562,2015-09-07 10:40:00,13.75306
PHB20150630,649,Port Hacking,-34.11923,151.22667,2015-06-30 11:11:00,2.95636
KAI20150909,654,Kangaroo Island,-35.83217,136.44733,2015-09-09 12:50:00,15.80734
ROT20150724,653,Rottnest Island,-32,115.41667,2015-07-24 09:20:00,5.10801
MAI20150224,562,Maria Island,-42.59667,148.23333,2015-02-25 10:20:00,4.54534
KAI20150224,624,Kangaroo Island,-35.83217,136.44733,2015-02-25 08:55:00,9.69304
YON20150224,633,Yongala,-19.30847,147.61842,2015-02-24 10:40:00,32.96936
NSI20160623,696,North Stradbroke,-27.345,153.562,2016-06-23 10:30:00,13.65661
DAR20160724_0730,726,Darwin,-12.4,130.76805,2016-07-24 17:00:00,31.06065
KAI20160915,728,Kangaroo Island,-35.83217,136.44733,2016-09-15 11:18:00,17.11931
MAI20160428,678,Maria Island,-42.59667,148.23333,2016-04-28 10:47:00,13.58417
YON20160122,687,Yongala,-19.30847,147.61842,2016-01-22 10:39:00,25.36628
KAI20170315,753,Kangaroo Island,-35.83217,136.44733,2017-03-15 12:27:00,33.89914
MAI20170104,736,Maria Island,-42.59667,148.23333,2017-01-05 09:45:00,10.92486
NSI20170717,771,North Stradbroke,-27.345,153.562,2017-07-17 11:05:00,9.73451
YON20161108,743,Yongala,-19.30847,147.61842,2016-11-08 10:50:00,22.71404
ROT20170407,775,Rottnest Island,-32,115.41667,2017-04-07 09:28:00,46.35719
YON20170906,801,Yongala,-19.30847,147.61842,2017-09-06 10:00:00,16.56411
NSI20171116,802,North Stradbroke,-27.345,153.562,2017-11-16 10:30:00,7.92135
MAI20171123,803,Maria Island,-42.59667,148.23333,2017-11-24 09:50:00,14.23957
MAI20180418,819,Maria Island,-42.59667,148.23333,2018-04-19 09:30:00,21.11889
ROT20180328,818,Rottnest Island,-32,115.41667,2018-03-28 09:23:00,11.54684
ROT20180221,821,Rottnest Island,-32,115.41667,2018-02-21 10:05:00,19.60691
MAI20180605,838,Maria Island,-42.59667,148.23333,2018-06-06 09:30:00,17.10634
ROT20171103,799,Rottnest Island,-32,115.41667,2017-11-03 09:25:00,14.20813
YON20171215,833,Yongala,-19.30847,147.61842,2017-12-15 10:44:00,34.71906
MAI20181204,867,Maria Island,-42.59667,148.23333,2018-12-05 09:10:00,18.11426
NSI20180817,868,North Stradbroke,-27.345,153.562,2018-08-17 10:20:00,11.82416
NSI20180718,869,North Stradbroke,-27.345,153.562,2018-07-18 10:20:00,16.10632
NSI20180913,870,North Stradbroke,-27.345,153.562,2018-09-13 10:20:00,20.56851
DAR20180731_0030,852,Darwin,-12.4,130.76805,2018-07-31 10:00:00,196.47782
YON20180720,855,Yongala,-19.30847,147.61842,2018-07-20 10:56:00,16.81519
YON20180927,857,Yongala,-19.30847,147.61842,2018-09-27 10:52:00,11.86434
YON20181011,858,Yongala,-19.30847,147.61842,2018-10-11 10:54:00,20.98804
KAI20180820,861,Kangaroo Island,-35.83217,136.44733,2018-08-21 08:00:00,21.02694
PHB20181218,884,Port Hacking,-34.11923,151.22667,2018-12-19 09:40:00,9.88754
DAR20190214_0630,895,Darwin,-12.4,130.76805,2019-02-14 16:00:00,8.17513
ROT20190527,906,Rottnest Island,-32,115.41667,2019-05-27 09:28:00,11.15118
NSI20190618,902,North Stradbroke,-27.345,153.562,2019-06-18 10:00:00,5.00871
MAI20190731,915,Maria Island,-42.59667,148.23333,2019-07-31 10:20:00,8.99167
NSI20190322,899,North Stradbroke,-27.345,153.562,2019-03-22 10:50:00,16.11918
DAR20190722_2130,976,Darwin,-12.4,130.76805,2019-07-23 07:00:00,52.76691
PHB20190923,982,Port Hacking,-34.11923,151.22667,2019-09-24 09:36:00,15.64467
YON20190808,989,Yongala,-19.30847,147.61842,2019-08-08 10:04:00,16.7091
NSI20200228,1004,North Stradbroke,-27.345,153.562,2020-02-28 10:30:00,10.6861
ROT20191218,1015,Rottnest Island,-32,115.41667,2019-12-18 09:15:00,17.38296
MAI20200628,1054,Maria Island,-42.59667,148.23333,2020-06-29 09:45:00,1.33908
